instance family sat sequential13 sequentialinputordersoftmax13 sequentialshuffle13 sequentialantiheuristic13 sequentialinputordersoftmaxrestarts13 sequentialinputordersoftmaxrestartsconstant13 sequentialrestartsshuffle13 sequentialdds13 parallelinputordersoftmaxrestarts13 parallelinputordersoftmaxrestartsconstant13
all-meshes-CVIU11-pattern5-target97 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern5-target98 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern5-target99 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target1 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target10 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target100 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target102 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target103 13 0 2 2 2 2 2 2 2 14 83 86
all-meshes-CVIU11-pattern6-target104 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target106 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target107 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target108 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target109 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target11 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target110 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target111 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target112 13 0 1 1 1 1 1 1 1 4 8 11
all-meshes-CVIU11-pattern6-target113 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target114 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target115 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target116 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target117 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target118 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target119 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target12 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target120 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target121 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target122 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target123 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target124 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target125 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target126 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target127 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target128 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target129 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target13 13 0 1 1 1 1 1 1 1 1 1 2
all-meshes-CVIU11-pattern6-target130 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target131 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target132 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target133 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target134 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target135 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target136 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target137 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target138 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target139 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target14 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target140 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target141 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target143 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target144 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target145 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target146 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target147 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target148 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target149 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target15 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target150 13 0 1 1 1 1 1 1 1 1 1 2
all-meshes-CVIU11-pattern6-target151 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target152 13 0 1 1 1 1 1 1 1 1 1 1
all-meshes-CVIU11-pattern6-target153 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target154 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target155 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target156 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target157 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target158 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target159 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target16 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target160 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target161 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target162 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target163 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target164 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target165 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target166 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target167 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target168 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target169 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target17 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target170 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target171 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target172 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target173 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target174 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target175 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target176 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target177 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target178 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target179 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target18 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target180 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target181 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target182 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target184 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target185 13 0 1 1 1 1 1 1 1 3 19 64
all-meshes-CVIU11-pattern6-target186 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target187 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target188 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target189 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target19 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target190 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target191 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target192 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target193 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target194 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target195 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target196 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target197 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target198 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target199 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target2 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target20 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target200 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target201 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target202 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target203 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target204 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target205 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target206 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target207 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target208 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target209 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target21 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target210 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target211 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target212 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target213 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target214 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target215 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target216 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target217 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target218 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target219 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target22 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target220 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target221 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target222 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target223 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target224 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target225 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target226 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target227 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target228 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target229 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target23 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target230 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target231 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target232 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target233 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target234 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target235 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target237 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target238 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target24 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target240 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target241 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target242 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target243 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target244 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target245 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target246 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target247 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target248 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target249 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target25 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target250 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target251 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target252 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target253 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target254 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target255 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target256 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target257 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target258 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target26 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target260 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target261 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target262 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target263 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target264 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target265 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target266 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target267 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target268 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target269 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target27 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target270 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target271 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target272 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target273 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target275 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target278 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target279 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target28 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target280 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target281 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target282 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target283 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target284 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target285 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target286 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target287 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target288 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target289 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target29 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target290 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target291 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target292 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target293 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target294 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target295 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target296 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target297 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target298 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target299 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target3 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target30 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target300 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target303 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target304 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target305 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target306 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target307 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target308 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target309 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target31 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target310 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target311 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target312 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target313 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target314 13 0 1 1 1 1 1 1 1 1 1 2
all-meshes-CVIU11-pattern6-target315 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target316 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target317 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target318 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target319 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target32 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target320 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target321 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target322 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target323 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target324 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target325 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target326 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target327 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target328 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target329 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target33 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target330 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target331 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target332 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target333 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target334 13 0 1 1 1 1 1 1 1 4 4 2
all-meshes-CVIU11-pattern6-target335 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target336 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target337 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target338 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target339 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target34 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target340 13 0 1 1 1 1 1 1 1 9 6 5
all-meshes-CVIU11-pattern6-target341 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target342 13 0 1 1 1 1 1 1 1 3 2 3
all-meshes-CVIU11-pattern6-target343 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target344 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target345 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target346 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target347 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target348 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target349 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target35 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target350 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target351 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target352 13 0 1 1 1 1 1 1 1 1 1 1
all-meshes-CVIU11-pattern6-target353 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target354 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target356 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target357 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target358 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target359 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target36 13 0 1 1 1 1 1 1 1 1 1 2
all-meshes-CVIU11-pattern6-target360 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target361 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target362 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target363 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target364 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target365 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target366 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target367 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target368 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target369 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target37 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target370 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target378 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target379 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target38 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target380 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target381 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target382 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target383 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target384 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target385 13 0 1 1 1 1 1 1 1 3 5 21
all-meshes-CVIU11-pattern6-target386 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target387 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target388 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target389 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target39 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target390 13 0 0 0 0 0 0 0 0 2 0 0
all-meshes-CVIU11-pattern6-target391 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target392 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target393 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target394 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target395 13 0 0 0 0 0 0 0 0 1 0 0
all-meshes-CVIU11-pattern6-target396 13 0 0 0 0 0 0 0 0 0 0 0
all-meshes-CVIU11-pattern6-target397 13 0 0 0 0 0 0 0 0 2 0 0
